Model_Type,Pathway,Exposure,Mediator,Outcome,Z_Covars_Used,G_Covars_Used,Weight_Col_Used,Contrast_X0,Contrast_X1,Contrast_Delta,TE_Estimate,TE_CI_Lower,TE_CI_Upper,NDE_Estimate,NDE_CI_Lower,NDE_CI_Upper,NIE_Estimate,NIE_CI_Lower,NIE_CI_Upper,NIE_Significant,NIE_SignConsistency,N_rows,Bootstrap_Used
linear,"LBXAPB -> Artery_Vessel_density -> URXUCR | Z,G",LBXAPB,Artery_Vessel_density,URXUCR,RIDAGEYR|RIAGENDR|RIDRETH1|INDFMPIR|DMDEDUC3,GREF_AMR|GREF_EUR|GREF_SAS|GREF_entropy,WTMEC2YR,-4.270174721012839,2.9876069794268885,7.257781700439727,0.11742287306285408,-0.12251951405217627,0.38968254393109386,0.12046300805222661,-0.13370226758058135,0.4208810721091621,0.002115828756350002,-0.013166076993374607,0.02043858882070192,False,0.6,4055,10
linear,"LBXAPB -> Artery_Fractal_dimension -> URXUCR | Z,G",LBXAPB,Artery_Fractal_dimension,URXUCR,RIDAGEYR|RIAGENDR|RIDRETH1|INDFMPIR|DMDEDUC3,GREF_AMR|GREF_EUR|GREF_SAS|GREF_entropy,WTMEC2YR,-4.270174721012839,2.9876069794268885,7.257781700439727,0.11742287306285408,-0.12251951405217627,0.38968254393109386,0.12046300805222661,-0.13370226758058135,0.4208810721091621,-0.0014222414035856784,-0.022724811181771783,0.019933878061519403,False,0.6,4055,10
linear,"LBXAPB -> Artery_Average_width -> URXUCR | Z,G",LBXAPB,Artery_Average_width,URXUCR,RIDAGEYR|RIAGENDR|RIDRETH1|INDFMPIR|DMDEDUC3,GREF_AMR|GREF_EUR|GREF_SAS|GREF_entropy,WTMEC2YR,-4.270174721012839,2.9876069794268885,7.257781700439727,0.11742287306285408,-0.12251951405217627,0.38968254393109386,0.12046300805222661,-0.13370226758058135,0.4208810721091621,-0.001231845905517864,-0.017403620614018803,0.01379160956621747,False,0.4,4055,10
linear,"LBXAPB -> Artery_Tortuosity_density -> URXUCR | Z,G",LBXAPB,Artery_Tortuosity_density,URXUCR,RIDAGEYR|RIAGENDR|RIDRETH1|INDFMPIR|DMDEDUC3,GREF_AMR|GREF_EUR|GREF_SAS|GREF_entropy,WTMEC2YR,-4.270174721012839,2.9876069794268885,7.257781700439727,0.11742287306285408,-0.12251951405217627,0.38968254393109386,0.12046300805222661,-0.13370226758058135,0.4208810721091621,-0.0024976905238570674,-0.011256143911945394,0.012972754657938155,False,0.6,4055,10
linear,"LBXAPB -> Artery_Distance_tortuosity -> URXUCR | Z,G",LBXAPB,Artery_Distance_tortuosity,URXUCR,RIDAGEYR|RIAGENDR|RIDRETH1|INDFMPIR|DMDEDUC3,GREF_AMR|GREF_EUR|GREF_SAS|GREF_entropy,WTMEC2YR,-4.270174721012839,2.9876069794268885,7.257781700439727,0.11742287306285408,-0.12251951405217627,0.38968254393109386,0.12046300805222661,-0.13370226758058135,0.4208810721091621,-0.003134333331972582,-0.023434507947768666,0.0062958691788074644,False,0.4,4055,10
linear,"LBXAPB -> Vein_Tortuosity_density -> URXUCR | Z,G",LBXAPB,Vein_Tortuosity_density,URXUCR,RIDAGEYR|RIAGENDR|RIDRETH1|INDFMPIR|DMDEDUC3,GREF_AMR|GREF_EUR|GREF_SAS|GREF_entropy,WTMEC2YR,-4.270174721012839,2.9876069794268885,7.257781700439727,0.11742287306285408,-0.12251951405217627,0.38968254393109386,0.12046300805222661,-0.13370226758058135,0.4208810721091621,0.002205768316955798,-0.008749752115706968,0.013820705188064667,False,0.7,4055,10
linear,"LBXAPB -> Vein_Distance_tortuosity -> URXUCR | Z,G",LBXAPB,Vein_Distance_tortuosity,URXUCR,RIDAGEYR|RIAGENDR|RIDRETH1|INDFMPIR|DMDEDUC3,GREF_AMR|GREF_EUR|GREF_SAS|GREF_entropy,WTMEC2YR,-4.270174721012839,2.9876069794268885,7.257781700439727,0.11742287306285408,-0.12251951405217627,0.38968254393109386,0.12046300805222661,-0.13370226758058135,0.4208810721091621,0.0009243791022555874,-0.00182290163022303,0.0052340412150363985,False,0.6,4055,10
